7.764256619636914492e-01,8.171518895368716784e-01
7.676602678580644046e-01,7.849425376043762670e-01
2.795586974754222798e-01,1.252904278359243673e-01
4.825374400313643397e-01,2.258863160736909181e-01
8.674491447843272196e-01,3.048937776685256562e-01
5.242029010934364797e-01,6.934374107069345428e-01
6.738708776883718388e-01,8.526831468939213288e-01
9.454360494322523456e-01,9.153562642045812714e-01
7.938806331543649675e-01,8.874600749726380133e-01
7.404649430410118471e-01,4.230126937407817644e-01
