7.816319863237871646e-01,1.886218775720973628e-01
7.249911739912728859e-01,6.034061613272522218e-01
3.659461934451778697e-01,3.285873306874199651e-01
6.399575508834299820e-01,5.940566421763956440e-01
7.285720138276833291e-01,9.780874237610539534e-01
1.965536831983368815e-01,2.523911441650714682e-01
6.678745944217286956e-01,5.528101695094940204e-01
4.570452472648978137e-01,1.810485026503571016e-01
6.777912106850791929e-01,3.067316908602985004e-01
8.815270404009746263e-01,3.878780825739177596e-01
