4.260984631996692640e-01,1.376416813057763644e-01
5.644123367871409780e-01,5.676232728111295645e-01
3.500424017168732860e-01,3.671230287751209298e-01
8.672268404598445501e-01,4.959816138925863260e-01
2.221815255413048806e-01,8.110019498483579392e-01
1.244389550642830411e-01,6.727005204159667295e-01
6.211520613446024353e-01,1.030160406105496973e-01
6.206477716897107477e-01,2.848787346218878413e-01
6.475159403563063298e-01,9.849528119073187593e-01
8.844514964398320078e-02,3.755971315561217327e-01
