9.081369939093772992e-01,3.214450861438010731e-01
4.966864139267956890e-01,3.768535995687840590e-01
2.272157898341633508e-01,6.916707061305272797e-01
1.738885552617129848e-01,3.736557962917070874e-01
1.769086045139357521e-01,7.884018410178850189e-02
9.912426802503898626e-01,6.274125247104362924e-01
5.665995348916087471e-01,3.071178415384421267e-01
3.833732460322087920e-01,3.303684954627572612e-02
3.675397847763554049e-01,9.736002884365116961e-01
1.415232520593667775e-02,4.580341976734887410e-01
