4.234153348011139295e-01,2.806403391603685682e-01
6.817158569130681300e-01,7.136353463838427391e-01
6.310024459395139340e-01,5.438881742862985424e-01
6.992091159453029947e-01,1.197665197157442574e-01
4.404183779554262657e-01,7.471425749752143020e-01
1.311468185124364805e-01,7.116841019512625266e-01
1.721694525658683528e-01,5.236496818007088105e-01
3.221247237676236885e-01,6.501044854442543652e-01
1.393944999078918778e-01,4.778593495630100163e-01
9.582084498245685422e-01,7.480845491569333428e-01
