2.697163987047977995e-01,5.773065518107161065e-01
4.414754214695066903e-01,7.481217248793847752e-01
8.002799591371406729e-01,8.501388064117998411e-02
6.621855460280665628e-01,7.610908969594692985e-01
2.633107740898082971e-01,4.859362011051626684e-02
9.157208774959190167e-01,2.420566311342509103e-02
8.864857720933574381e-01,3.146416381857715105e-01
8.736670960650867457e-01,3.021951696290020584e-01
2.551940610032591428e-01,8.148305618400676353e-01
4.465684157130878074e-01,7.263207140137704076e-01
