4.673767906043408971e-01,3.399837566858006088e-01
7.746281301064971148e-01,8.172556258237808624e-01
4.428198280981499035e-02,6.106154137402567406e-01
4.827462876438446404e-01,9.642638423582748919e-01
3.766911788261707583e-01,6.534294829129336790e-01
7.850482107373077945e-01,5.067003964282553730e-01
6.919104092576203735e-01,5.825527160364581958e-01
6.114451453449770701e-01,3.791124399911431908e-01
6.052746538605281446e-01,5.713624171753465264e-01
8.878147361143869931e-01,8.131937888792014624e-01
