4.282298146509423420e-01,6.018672995641967116e-01
4.998983327278829769e-01,2.292972072458467903e-01
6.010276702895974710e-01,2.878776643926699297e-01
4.281498174126213696e-01,2.760107893198662232e-01
1.005764309743961693e-02,6.409997469056626374e-01
2.192271864623092092e-01,5.801670616233070010e-01
2.389753179420885942e-01,6.721964990097131221e-01
1.966788485926356245e-01,5.288265014533326536e-01
2.289846056140401043e-01,3.881814547196910103e-01
3.094605248582581458e-01,3.514154677114648129e-01
