5.642939916238682851e-01,4.029786434499387227e-01
1.337221525914961129e-01,1.498129766613089942e-01
4.065363101838923576e-01,6.840848319542361944e-01
3.891243453151054243e-01,8.480135750447956866e-01
5.507600371425216412e-01,8.610727255721316586e-01
4.872365632281648873e-01,8.143610137911123648e-01
4.991166091892809131e-01,7.934163128631120943e-01
7.824245117687967932e-01,1.065355902708154945e-01
5.040004832661467704e-01,1.785328334352690449e-01
2.952154507093044389e-01,1.837314831227321310e-01
