6.747297408475112501e-01,5.683042922702089550e-01
4.214405517808518242e-01,3.449033429096350911e-01
3.666339024871589913e-02,4.130945426383014762e-01
2.634378976173565867e-01,2.182337352872413261e-01
1.708668314004051503e-01,1.643782994104570072e-02
6.472295526905039731e-01,3.188449080304894823e-01
1.933605730277305756e-01,7.848534695970683650e-01
7.441672079771820547e-01,3.946999692035095819e-01
7.723088318491309057e-01,3.513572005099764306e-01
6.786230482689569188e-01,7.789876750941709949e-01
