7.739615262244258220e-01,5.372926663855485119e-01
9.741812344901434884e-01,4.341630165299793509e-01
3.815605086501860921e-02,8.062240940208664775e-02
9.145610586602535008e-01,7.247875445785553206e-01
5.355818983307021330e-01,4.618528409508293464e-02
4.872935526685007179e-02,9.732215854096302188e-01
6.336303525907990286e-01,7.738637852182087551e-01
3.621786897524292836e-01,2.234669209074195972e-01
4.672697177978327732e-01,1.960643826676299328e-01
9.195244211712425564e-01,4.760954465184285000e-01
