8.991902717468591710e-01,3.861305954785727579e-01
6.584597735313348910e-01,8.653869862591726525e-01
1.448021272699792084e-01,4.955825438153714790e-01
8.922986984691638757e-02,4.778728420486998418e-01
1.568242597925592063e-01,9.913453121103587007e-01
8.927328862573600254e-01,7.252242078662812785e-01
8.650015830336567069e-01,8.217693776818517648e-01
4.853196597807876156e-01,6.499618537267405349e-01
3.009785063977101771e-01,2.951304020823041219e-01
4.367302674034727605e-01,3.913406805157778612e-01
