1.551358269501088571e-01,5.640452464840221003e-01
9.790361235383416849e-01,4.510435765838880506e-01
1.901473861991240799e-01,3.753814416653484809e-01
6.977872030633031075e-01,1.245477697436291331e-01
8.547852933617001714e-01,6.016721603808332652e-01
7.063351365829818596e-01,8.319326354007320345e-01
1.123329209139736218e-01,7.928321835423830510e-01
3.266270778852874423e-01,8.164132200258400474e-02
3.727117392159776665e-01,9.421776479476493549e-01
4.845064805324506008e-02,6.140011854389270107e-01
