3.549916945390175771e-01,5.847253721780217850e-01
7.252986674440987658e-01,1.482581433592043973e-01
1.133909798439585170e-01,7.633008806175345384e-01
6.377176854978011677e-01,5.287414679697326481e-01
1.898847275424188075e-01,5.069800886943447438e-01
3.081706710358744772e-01,3.133196986753623570e-01
4.034657145381044252e-01,7.981063325808104292e-01
1.104211858731641849e-01,3.863588813883579443e-01
1.912988238518054107e-01,3.066287170376318372e-01
6.996351284862023512e-01,4.868022150071116272e-01
