5.199008166493308547e-01,5.415684332255010780e-01
4.138660865612113771e-01,2.630868096571179482e-01
9.216453589001349922e-01,3.201705506267886747e-01
9.103002365269708962e-01,4.624690047311708074e-02
3.677642895059455297e-01,1.410181912638523993e-01
3.321976271956998961e-01,5.541160451271465170e-01
7.104481739328452061e-01,5.437416189336967687e-01
6.178062140075419872e-01,5.062608880511362264e-01
2.282035305679996906e-01,2.549804437944762636e-01
3.186107692728611385e-01,4.626882657707432900e-01
