9.569201744548992972e-01,7.820087498025997119e-01
5.989956700741605466e-01,8.829968875030382858e-01
8.935780199609771879e-01,7.342240109979365492e-01
5.010276139549092456e-01,2.347184255507621664e-01
3.708432682269777736e-01,5.185721344216734918e-01
1.738817318534983114e-01,9.464606990677912890e-01
2.515749037266361565e-01,1.336668612442665216e-01
1.168951687729600231e-01,6.545481538770889784e-01
4.095638669851853209e-01,3.982808268826422138e-01
5.475200887522304605e-01,1.767347110946571043e-02
