4.866261218399192678e-02,5.206246215207320782e-01
9.550795364192262715e-01,8.777566921622382834e-01
9.642353796749403294e-02,3.250210332193896878e-01
5.980684616219918981e-01,3.271825087119477615e-01
2.603388931493501035e-01,8.199871267008538300e-01
8.561989839639400079e-01,1.271774150943901782e-01
3.372502901703414713e-01,2.959133748580404788e-01
1.148151477325739522e-01,1.222252316080274515e-02
4.485136840942726133e-01,6.089623713550482709e-01
6.305795565179366235e-01,2.911565522324582878e-01
