7.301192195607760782e-01,2.751700654991595663e-02
5.414339603253969235e-01,9.049615640310648690e-02
2.058150656849280224e-01,2.519239482116580886e-01
1.357896011137375014e-01,1.960344500943721480e-01
3.962793259295283033e-02,3.709105461194983633e-02
3.882445764095716623e-01,1.720463696519991537e-02
5.828073741548751574e-01,8.319198076983922441e-01
3.973117602610634069e-01,7.707879216786177601e-01
5.160813025043269331e-01,9.397771674903832029e-01
3.246723513815813478e-01,4.429957107270743322e-01
