4.570144661159633026e-01,6.393601360369193243e-01
2.405544541977486794e-01,6.748645648419347998e-01
1.599819810279621279e-01,7.599272166039108267e-01
5.470283220660348000e-01,8.381734198867885066e-01
9.168710539787799929e-01,5.543304777710673648e-01
3.537392603466175123e-01,3.536610551747574327e-01
6.702767601859979107e-01,9.955841534800231596e-01
3.937035537779569605e-01,3.077738382854954269e-01
8.509243003119247861e-01,6.837386693516631642e-01
1.571230235156900745e-01,4.223599705500787893e-01
