6.888365003136887044e-02,5.891173692687146080e-02
3.759930864454903432e-01,7.014862216271640083e-01
7.061938192724930285e-01,3.554958793123605965e-01
6.745756620780917201e-01,6.970495383260484346e-01
5.589942261928659839e-02,9.475318206037611768e-01
1.129849234339878050e-01,7.499055810416989098e-01
2.224402700940208977e-02,6.248498847996852845e-01
1.983306951805033913e-01,9.334641272751177388e-01
1.254939174844448280e-01,4.501793083322789268e-01
4.234127461007872739e-01,5.874514789393258107e-01
