7.442846626641089758e-01,9.192288461419731993e-01
6.249284697026985524e-01,4.084566847012606194e-01
7.124106871757071024e-01,5.924018496426832758e-01
7.502682262302953209e-01,3.149180213907775139e-01
6.197395675112616908e-01,3.695676745738082358e-01
3.364646734041875087e-01,5.450882958731775307e-01
7.979383492377338793e-01,5.034628694476561694e-01
2.336747547593305274e-01,2.634082260154246846e-01
8.879318973154581851e-01,5.740970541347900635e-02
7.439911774629948127e-02,6.535159212848268284e-01
