1.491410797170363844e-01,1.237699350972122359e-01
6.918980434260568746e-02,6.285467662366184260e-01
7.366067782709529999e-01,8.762330398306598100e-01
5.334403493878024927e-01,5.058483593557338009e-01
2.040023043454538554e-01,5.798798052935302261e-01
8.055022230676780470e-01,1.018647806317288795e-01
3.018891058630406299e-01,4.526022951110422188e-01
5.787216980986010784e-01,3.236558351963536584e-01
7.964740346934017223e-01,9.450777180511917841e-01
6.236065495022637961e-01,4.001322693027350441e-01
